,date_0days,cases_0days,deaths_0days,date_60days,cases_60days,deaths_60days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
606,2020-03-18,1,0,2020-05-17,308,44,25011,6,70926,19773,22087,14388,7367
607,2020-03-18,1,0,2020-05-17,93,1,23019,51,152284,36356,63935,6888,9512
608,2020-03-18,2,0,2020-05-17,129,10,28011,8,33121,6690,9653,2052,2160
609,2020-03-18,2,0,2020-05-17,76,3,28027,10,24296,4799,6611,1819,2342
610,2020-03-18,1,0,2020-05-17,240,2,27131,4,65251,13206,22012,10875,7207
611,2020-03-18,1,0,2020-05-17,386,5,28033,44,173267,29708,34446,46954,19275
612,2020-03-18,1,0,2020-05-17,533,17,28089,7,102212,18766,25233,22854,27992
613,2020-03-18,1,0,2020-05-17,412,36,18019,25,114893,23978,25933,27885,20836
614,2020-03-18,1,0,2020-05-17,71,4,18041,20,23426,6065,5662,3467,1464
615,2020-03-18,1,0,2020-05-17,118,6,18079,0,27840,6079,5801,6329,2438
616,2020-03-18,1,0,2020-05-17,552,66,18095,21,129641,30680,33193,20457,10142
617,2020-03-18,1,0,2020-05-17,52,1,17199,26,67477,16353,19523,9378,9225
618,2020-03-18,1,0,2020-05-17,17,0,17189,0,14260,3641,4070,2919,3262
619,2020-03-18,1,0,2020-05-17,318,14,16083,30,82248,16621,31190,4419,5078
620,2020-03-18,1,0,2020-05-17,181,10,17077,21,59115,11301,19364,5598,9182
621,2020-03-18,1,0,2020-05-17,893,37,17091,56,110801,23667,36887,11766,8197
622,2020-03-18,3,0,2020-05-17,563,20,17093,0,122933,16292,17188,43054,14718
623,2020-03-18,1,0,2020-05-17,120,8,17099,13,111151,27315,35616,14773,10603
624,2020-03-18,1,0,2020-05-17,490,42,17119,58,266153,60531,75928,46894,29580
625,2020-03-18,1,0,2020-05-17,20,0,21073,10,49969,11999,17986,4304,14830
626,2020-03-18,1,0,2020-05-17,444,30,21117,54,163987,31245,30670,47335,33085
627,2020-03-18,1,0,2020-05-17,776,2,21227,52,123824,21484,47980,7024,14638
628,2020-03-18,1,0,2020-05-17,172,8,19183,0,22095,5388,6201,4850,2427
629,2020-03-18,2,0,2020-05-17,958,6,20103,10,79359,15061,20072,14174,6871
630,2020-03-18,1,0,2020-05-17,18,0,19191,0,20575,5243,10139,1851,2287
631,2020-03-19,1,0,2020-05-18,48,0,36095,0,31611,8559,7666,6076,3079
632,2020-03-19,1,0,2020-05-18,97,1,36117,8,91442,22194,22166,20111,8311
633,2020-03-19,1,0,2020-05-18,18,1,40083,0,45326,9257,6800,13245,2309
634,2020-03-19,1,0,2020-05-18,86,2,40087,0,37919,7891,5969,10492,4428
635,2020-03-19,1,0,2020-05-18,303,30,40147,8,51867,12914,18594,4075,5112
636,2020-03-19,1,0,2020-05-18,64,2,40051,9,54351,11298,12298,11590,3569
637,2020-03-19,1,0,2020-05-18,12,0,40039,4,29169,5338,11660,2281,2710
638,2020-03-19,2,0,2020-05-18,2082,112,39061,297,808703,169087,304943,71377,192548
639,2020-03-19,1,0,2020-05-18,520,13,39113,196,531987,124285,180214,52927,74202
640,2020-03-19,1,0,2020-05-18,161,2,39139,37,121533,30674,40058,9660,11462
641,2020-03-19,1,0,2020-05-18,4,0,30007,0,5755,1828,1459,1197,413
642,2020-03-19,1,0,2020-05-18,37,2,30029,22,96147,24545,40745,1931,1415
643,2020-03-19,1,0,2020-05-18,8,1,30057,0,7902,3066,2750,974,837
644,2020-03-19,1,0,2020-05-18,7,0,30085,0,11218,1796,3204,299,834
645,2020-03-19,1,0,2020-05-18,3,0,31127,0,7041,1894,2603,837,1136
646,2020-03-19,1,0,2020-05-18,21,1,32007,7,52377,8008,21210,4490,2761
647,2020-03-19,1,0,2020-05-18,298,20,28051,0,18267,3568,2819,2364,777
648,2020-03-19,1,0,2020-05-18,342,9,28067,14,68328,14853,20411,5615,7976
649,2020-03-19,1,0,2020-05-18,532,8,28123,0,28399,5665,7031,3542,4726
650,2020-03-19,1,0,2020-05-18,46,0,28147,0,14670,3582,1948,3212,828
651,2020-03-19,1,0,2020-05-18,78,9,28157,0,9084,2046,1412,1436,1070
652,2020-03-19,1,0,2020-05-18,83,0,28159,0,18482,4963,4502,2419,1311
653,2020-03-19,1,0,2020-05-18,190,2,28163,0,27496,4778,5084,3142,1857
654,2020-03-19,1,0,2020-05-18,10,0,35047,8,28203,7333,7247,2479,1078
655,2020-03-19,1,0,2020-05-18,506,41,34009,16,94549,31925,32285,10047,9695
656,2020-03-19,2,0,2020-05-18,1061,138,34037,10,143570,32694,32414,41538,11616
657,2020-03-19,1,0,2020-05-18,21,0,53009,19,73439,26654,25556,1801,880
658,2020-03-19,3,1,2020-05-18,122,11,55089,46,87817,21950,22493,22227,18148
659,2020-03-19,1,0,2020-05-18,77,3,55111,10,63340,15064,24807,7284,9992
660,2020-03-19,1,0,2020-05-18,70,0,55035,48,102388,20349,43246,10037,16933
661,2020-03-19,2,0,2020-05-18,284,12,55127,16,102917,22640,31972,18983,13091
662,2020-03-19,1,0,2020-05-18,58,1,55015,0,49737,9760,8553,17891,6453
663,2020-03-19,4,0,2020-05-18,36,1,55021,10,56790,13488,14325,14829,7025
664,2020-03-19,1,0,2020-05-18,116,5,54061,119,103715,16742,41543,5903,17925
665,2020-03-19,2,0,2020-05-18,4,0,54093,0,7035,2245,2117,902,639
666,2020-03-19,1,0,2020-05-18,3,1,55007,0,15004,5390,3846,2903,829
667,2020-03-19,1,0,2020-05-18,22,1,48467,0,53607,14526,10360,11047,2941
668,2020-03-19,1,0,2020-05-18,114,3,45035,0,151716,28002,24782,42234,13770
669,2020-03-19,1,0,2020-05-18,35,0,45001,6,24788,7042,3794,5265,1879
670,2020-03-19,1,0,2020-05-18,123,0,45081,0,20228,4901,3537,4454,2319
671,2020-03-19,2,0,2020-05-18,2552,263,42071,64,536494,122633,212078,42843,29193
672,2020-03-19,1,0,2020-05-18,877,21,42075,18,137616,34280,40007,23703,14459
673,2020-03-19,2,0,2020-05-18,432,38,42129,51,356835,103773,110258,59974,34300
674,2020-03-19,1,0,2020-05-18,17,1,48123,0,20474,5292,5554,2225,3113
675,2020-03-19,1,0,2020-05-18,2,0,48103,0,4836,798,1403,551,566
676,2020-03-19,2,0,2020-05-18,148,4,48251,35,160173,30241,31496,36874,12506
677,2020-03-19,1,0,2020-05-18,619,27,48061,104,420201,71392,132877,13180,9524
678,2020-03-19,1,0,2020-05-18,93,1,47035,12,58178,21229,16604,3233,3426
679,2020-03-19,1,0,2020-05-18,44,0,47045,10,37751,8344,12359,3460,3723
680,2020-03-19,1,0,2020-05-18,213,2,47125,21,192120,25156,51250,31445,10133
681,2020-03-19,2,0,2020-05-18,66,0,47179,76,126437,29936,40656,15461,23015
682,2020-03-19,2,0,2020-05-18,327,8,47189,12,128874,27113,27057,31245,16674
683,2020-03-19,4,0,2020-05-18,110,5,12053,44,179144,61882,36359,20626,7121
684,2020-03-19,1,0,2020-05-18,106,9,12061,40,147981,57277,42648,9361,9340
685,2020-03-19,1,0,2020-05-18,131,0,12063,7,48571,12035,11356,4043,3586
686,2020-03-19,1,0,2020-05-18,371,7,12085,74,155719,57914,39364,20411,22509
687,2020-03-19,1,0,2020-05-18,5,0,8049,0,14793,3858,7255,839,564
688,2020-03-19,1,0,2020-05-18,565,32,8087,6,28123,6047,11731,1357,1221
689,2020-03-19,4,0,2020-05-18,735,54,9013,16,151596,31539,31771,44209,17893
690,2020-03-19,1,0,2020-05-18,322,14,9015,6,116674,25482,30307,26580,12241
691,2020-03-19,2,0,2020-05-18,77,1,13127,24,83467,20679,32462,2914,8545
692,2020-03-19,2,0,2020-05-18,95,1,13175,16,47451,10610,13845,2823,4242
693,2020-03-19,1,0,2020-05-18,69,2,13225,0,27027,5201,4475,6909,4801
694,2020-03-19,1,0,2020-05-18,250,7,13247,16,88482,17124,15750,20905,21381
695,2020-03-19,1,0,2020-05-18,45,1,13103,0,57087,9061,7973,17210,3272
696,2020-03-19,2,1,2020-05-18,231,28,13099,0,10405,2739,2210,1510,1431
697,2020-03-19,1,0,2020-05-18,397,17,13021,117,153923,31993,49040,9724,32298
698,2020-03-19,1,0,2020-05-18,78,0,4023,0,46358,10530,14694,2386,2759
699,2020-03-19,1,0,2020-05-18,267,5,4025,39,220972,85127,72357,7088,3255
700,2020-03-19,1,0,2020-05-18,150,0,5007,30,251823,44616,91493,17659,24896
701,2020-03-19,1,0,2020-05-18,4,0,5009,24,37212,9809,12544,2495,3638
702,2020-03-19,1,0,2020-05-18,35,0,5019,0,22495,5000,6875,2741,2292
703,2020-03-19,1,0,2020-05-18,237,7,5035,0,49278,9487,11635,8133,4136
704,2020-03-19,1,0,2020-05-18,16,0,5053,0,18076,4063,3002,4478,1101
705,2020-03-19,1,0,2020-05-18,24,0,5055,8,44197,9006,12786,4553,3909
706,2020-03-19,1,0,2020-05-18,26,0,5063,12,37097,8706,12752,2148,3995
707,2020-03-19,1,0,2020-05-18,141,0,5031,66,104246,19242,39576,5122,9614
708,2020-03-19,1,0,2020-05-18,27,2,5111,0,24098,5793,4623,4281,1533
709,2020-03-19,1,0,2020-05-18,329,22,1017,0,33895,8501,5403,8129,2950
710,2020-03-19,1,0,2020-05-18,1735,101,1097,157,414328,88103,153297,15422,26164
711,2020-03-19,1,0,2020-05-18,139,0,1127,12,64927,16386,16221,7287,4537
712,2020-03-19,1,0,2020-05-18,8,0,5113,6,20212,5939,6602,780,871
713,2020-03-19,1,1,2020-05-18,39,1,8025,0,5514,1074,863,593,670
714,2020-03-19,1,0,2020-05-18,76,0,5115,11,63372,12757,22103,4903,5863
715,2020-03-19,1,0,2020-05-18,6,0,5129,0,7925,2684,1695,1109,331
716,2020-03-19,1,0,2020-05-18,16,0,5131,69,127362,26807,45773,8554,23619
717,2020-03-19,1,0,2020-05-18,32,1,5133,0,17206,3266,4548,2430,1111
718,2020-03-19,1,0,2020-05-18,28,2,5141,0,16751,5519,3319,1985,1226
719,2020-03-19,1,0,2020-05-18,246,13,24009,4,90824,18153,17293,27776,6497
720,2020-03-19,1,0,2020-05-18,837,21,24045,24,102014,21277,35400,11573,12400
721,2020-03-19,1,0,2020-05-18,527,38,22047,0,33122,6966,6645,6033,9518
722,2020-03-19,3,0,2020-05-18,598,23,22055,80,238230,41592,97772,16544,44255
723,2020-03-19,1,0,2020-05-18,350,25,22063,0,137096,24235,20422,39778,7222
724,2020-03-19,1,0,2020-05-18,194,16,22075,0,23394,4024,6301,3997,12319
725,2020-03-19,1,1,2020-05-18,284,23,22093,0,21485,4921,4305,4535,4898
726,2020-03-19,2,0,2020-05-18,235,51,22097,16,83580,17636,17473,12940,6358
727,2020-03-19,1,0,2020-05-18,117,5,22119,16,40043,10020,9749,5310,3332
728,2020-03-19,2,0,2020-05-18,148,30,22121,0,25518,4884,3906,7518,7610
729,2020-03-19,1,0,2020-05-18,355,33,22045,11,73346,14679,21749,9296,10301
730,2020-03-19,1,0,2020-05-18,774,72,25015,11,161197,34945,53456,28444,23080
731,2020-03-19,1,0,2020-05-18,65,0,27099,0,39386,9579,14320,4386,3555
732,2020-03-19,1,0,2020-05-18,259,1,27139,0,141463,20208,26843,46413,21822
733,2020-03-19,1,0,2020-05-18,135,10,26037,2,77321,16938,11591,24101,8849
734,2020-03-19,2,0,2020-05-18,165,6,26045,0,108586,26110,23230,27456,23523
735,2020-03-19,1,0,2020-05-18,1869,231,26049,151,410881,93094,117459,40777,27124
736,2020-03-19,3,0,2020-05-18,386,25,26093,8,186946,41663,39999,50428,17571
737,2020-03-19,1,0,2020-05-18,71,8,26111,26,83489,19242,26558,10117,13168
738,2020-03-19,1,0,2020-05-18,27,1,18119,0,20957,5415,3556,5564,1974
739,2020-03-19,1,0,2020-05-18,520,40,22019,75,198753,39284,78135,6626,11948
740,2020-03-19,1,0,2020-05-18,308,2,18157,30,186081,28594,77406,7340,18141
741,2020-03-19,1,0,2020-05-18,97,3,21047,18,72438,11300,25771,4623,27864
742,2020-03-19,1,0,2020-05-18,293,4,21059,32,99258,22152,37475,5506,7582
743,2020-03-19,1,0,2020-05-18,50,2,21199,38,63974,15846,22605,2592,4507
744,2020-03-19,1,0,2020-05-18,34,0,21209,6,52322,8436,14962,9835,13419
745,2020-03-19,1,0,2020-05-18,170,5,18177,30,66972,16958,23107,4930,6729
746,2020-03-19,1,0,2020-05-18,230,11,22007,0,22881,5211,2879,6299,853
747,2020-03-19,1,0,2020-05-18,536,20,20173,236,510484,97508,225669,12313,29940
748,2020-03-19,1,0,2020-05-18,95,3,21101,12,46252,10871,13751,6185,5249
749,2020-03-19,1,0,2020-05-18,7,0,20107,0,9602,2635,1650,2288,1058
750,2020-03-19,2,0,2020-05-18,3,0,20127,0,5605,1854,1756,1058,474
751,2020-03-19,1,0,2020-05-18,276,10,19061,18,96571,22155,45996,3440,11755
752,2020-03-19,1,0,2020-05-18,532,33,19139,5,42923,9608,15933,4887,6530
753,2020-03-19,1,0,2020-05-18,8,0,20021,0,20501,5088,4647,4651,2007
754,2020-03-20,1,0,2020-05-19,221,2,37147,71,176484,30269,66702,12827,14358
755,2020-03-20,3,0,2020-05-19,283,37,37135,13,141812,25896,39013,29518,36906
756,2020-03-20,1,0,2020-05-19,32,4,37167,10,60875,14861,16849,8751,4120
757,2020-03-20,1,0,2020-05-19,560,27,37159,20,138940,31195,36067,19524,13361
758,2020-03-20,1,0,2020-05-19,87,7,37139,10,39546,8584,12063,5203,5598
759,2020-03-20,1,0,2020-05-19,3,0,38069,0,4272,1309,1752,417,412
760,2020-03-20,1,0,2020-05-19,8,1,38071,0,11574,2909,5289,750,1097
761,2020-03-20,1,0,2020-05-19,244,26,39007,19,98622,25127,27895,11839,4704
762,2020-03-20,1,0,2020-05-19,453,45,39029,20,104584,27542,24601,19643,8194
763,2020-03-20,1,0,2020-05-19,35,3,37031,8,68699,21116,22325,7536,4737
764,2020-03-20,1,0,2020-05-19,306,11,37057,29,164118,37797,33122,36648,11900
765,2020-03-20,4,0,2020-05-19,129,20,37069,0,63866,14275,9803,16307,4417
766,2020-03-20,1,0,2020-05-19,1,0,41023,0,7209,2694,2611,214,97
767,2020-03-20,1,0,2020-05-19,6,0,41061,4,25810,6683,10137,719,744
768,2020-03-20,1,0,2020-05-19,132,5,42027,0,160646,29386,66332,7497,14725
769,2020-03-20,1,0,2020-05-19,2524,15,39101,15,65483,15039,18282,6635,7022
770,2020-03-20,1,0,2020-05-19,36,0,39159,7,54688,8714,13211,11717,18629
771,2020-03-20,2,0,2020-05-19,285,15,39165,57,223868,42520,42607,61477,45630
772,2020-03-20,1,0,2020-05-19,15,1,40049,0,27751,6609,7847,2690,3993
773,2020-03-20,1,0,2020-05-19,136,1,31019,34,48834,9288,23998,2793,3887
774,2020-03-20,1,0,2020-05-19,912,7,31109,108,306357,55100,149092,9902,17975
775,2020-03-20,1,0,2020-05-19,57,1,32023,0,43296,15960,10647,3137,2491
776,2020-03-20,1,0,2020-05-19,49,2,33005,27,76109,19389,30058,8784,6177
777,2020-03-20,1,0,2020-05-19,120,9,28129,0,16114,3931,2313,3934,1577
778,2020-03-20,3,0,2020-05-19,69,11,28139,0,21993,4899,5406,2804,1525
779,2020-03-20,2,0,2020-05-19,21,0,29043,0,83028,16810,11735,25363,6502
780,2020-03-20,1,0,2020-05-19,26,2,29069,0,30905,7240,8051,3454,1992
781,2020-03-20,1,0,2020-05-19,36,1,29169,0,53132,6246,26306,1805,5973
782,2020-03-20,1,0,2020-05-19,86,7,29201,12,38858,9126,10512,6452,6405
783,2020-03-20,1,0,2020-05-19,350,32,36021,9,61481,18429,17728,11552,6976
784,2020-03-20,1,0,2020-05-19,182,11,36035,8,53955,13782,14241,9295,4552
785,2020-03-20,1,0,2020-05-19,182,4,36037,10,58537,13935,18056,11097,7281
786,2020-03-20,3,0,2020-05-19,845,39,36063,32,212675,52917,59899,38903,15712
787,2020-03-20,2,0,2020-05-19,785,38,36065,51,232324,56184,88331,13137,20130
788,2020-03-20,1,0,2020-05-19,1759,56,34011,36,154952,30141,45043,16311,16690
790,2020-03-20,1,0,2020-05-19,1987,79,35031,5,72849,11923,20212,2238,2561
791,2020-03-20,1,0,2020-05-19,644,27,42055,24,153003,38030,48776,21366,12306
795,2020-03-20,2,0,2020-05-19,69,0,53015,18,103590,26255,31339,8261,6942
796,2020-03-20,1,0,2020-05-19,62,2,50001,0,36825,9459,13547,5481,2569
797,2020-03-20,1,0,2020-05-19,50,1,50021,13,59676,16414,25530,3971,3432
798,2020-03-20,1,0,2020-05-19,701,9,51001,10,32840,9713,10922,3289,2214
799,2020-03-20,1,0,2020-05-19,28,1,51073,7,37035,9239,7401,10428,3306
800,2020-03-20,1,0,2020-05-19,34,1,55073,52,135293,30856,58518,10462,12548
801,2020-03-20,1,0,2020-05-19,438,14,55105,33,161226,34912,51579,22609,11201
802,2020-03-20,2,0,2020-05-19,48,0,55109,0,87142,16229,21903,23315,11749
803,2020-03-20,1,0,2020-05-19,29,0,56005,14,48116,6482,25287,722,4307
804,2020-03-20,1,0,2020-05-19,64,0,56025,14,81023,16036,38831,1794,2705
805,2020-03-20,3,0,2020-05-19,295,6,28121,18,149645,29151,34397,33787,25412
806,2020-03-20,1,0,2020-05-19,62,2,55055,4,84586,18308,23222,20226,9790
807,2020-03-20,1,0,2020-05-19,46,0,55045,6,36869,8908,11936,7568,5174
808,2020-03-20,1,0,2020-05-19,15,0,53055,0,16221,6649,6962,381,438
809,2020-03-20,1,0,2020-05-19,10,1,53065,0,43858,13171,10517,5076,1381
810,2020-03-20,1,0,2020-05-19,135,17,54035,0,29123,7844,6150,4622,2078
811,2020-03-20,1,0,2020-05-19,203,16,54039,156,187827,49628,73749,8336,28928
812,2020-03-20,1,0,2020-05-19,42,0,55017,6,63445,14882,18128,12549,7841
813,2020-03-20,1,0,2020-05-19,15,0,55031,0,43503,10444,12633,8383,5134
814,2020-03-20,1,0,2020-05-19,20,0,55033,0,44260,9015,14363,7623,4291
815,2020-03-20,1,0,2020-05-19,147,4,42049,88,277794,63334,121059,5351,10146
816,2020-03-20,2,0,2020-05-19,115,2,45075,20,89116,22393,25025,8041,7684
817,2020-03-20,1,0,2020-05-19,94,3,45077,15,121449,25531,27285,22386,13060
818,2020-03-20,1,1,2020-05-19,547,29,45041,98,138537,30487,48416,9134,18844
819,2020-03-20,1,0,2020-05-19,323,17,45085,17,107379,22798,35121,8162,8715
820,2020-03-20,1,0,2020-05-19,37,1,47001,25,75538,19563,20319,10745,26619
821,2020-03-20,1,0,2020-05-19,76,3,47009,16,127135,32770,34264,21158,12612
822,2020-03-20,1,0,2020-05-19,84,1,47011,27,103666,22968,31837,10966,10165
823,2020-03-20,1,0,2020-05-19,227,5,45031,12,67572,16204,14632,10822,6932
824,2020-03-20,1,0,2020-05-19,4,0,42105,4,17070,5099,4828,1964,1740
825,2020-03-20,1,0,2020-05-19,156,7,45003,35,165707,41209,47319,21058,17252
826,2020-03-20,1,0,2020-05-19,203,15,45015,0,204632,37127,38077,49369,20935
827,2020-03-20,1,0,2020-05-19,293,34,45027,6,34156,10223,5511,5586,2577
828,2020-03-20,2,0,2020-05-19,93,0,47043,6,51341,10824,11773,9759,4946
829,2020-03-20,1,0,2020-05-19,27,2,48147,2,33787,8521,7039,5984,2301
830,2020-03-20,1,0,2020-05-19,24,1,48219,0,23273,4565,7263,3136,2882
831,2020-03-20,1,0,2020-05-19,18,0,48459,0,40506,9637,6339,10028,2388
832,2020-03-20,1,0,2020-05-19,21,0,48067,0,30118,8380,7105,4676,1969
833,2020-03-20,1,0,2020-05-19,46,2,47059,6,68520,18918,21775,5232,4417
834,2020-03-20,1,0,2020-05-19,24,2,47063,20,63465,14917,19050,5745,10890
835,2020-03-20,1,0,2020-05-19,71,0,47119,65,87606,18777,22431,15790,10646
836,2020-03-20,1,0,2020-05-19,407,2,47167,7,61434,11660,10056,16764,2620
837,2020-03-20,1,0,2020-05-19,51,7,48049,12,37787,9428,13457,1363,1818
838,2020-03-20,1,0,2020-05-19,184,11,28113,28,39763,8664,11208,2920,4048
839,2020-03-20,1,0,2020-05-19,99,3,12087,14,76745,22310,36257,2315,5832
840,2020-03-20,1,0,2020-05-19,22,0,8113,0,7804,1475,4054,318,1021
841,2020-03-20,1,0,2020-05-19,880,66,9011,32,270772,63495,110317,26738,28148
842,2020-03-20,14,0,2020-05-19,418,21,13045,18,114898,20423,28306,18342,13592
843,2020-03-20,2,0,2020-05-19,379,16,13051,78,285506,56014,115610,10130,36649
844,2020-03-20,1,0,2020-05-19,102,7,13207,0,26795,6594,3994,6505,3728
845,2020-03-20,1,0,2020-05-19,451,16,13215,61,198647,34483,72814,13290,39853
846,2020-03-20,1,0,2020-05-19,81,3,13219,0,35972,7602,4966,11004,7305
847,2020-03-20,2,0,2020-05-19,39,3,13227,6,30343,8464,6572,5945,4049
848,2020-03-20,1,0,2020-05-19,169,21,13243,0,7206,2258,1937,537,487
849,2020-03-20,2,0,2020-05-19,246,14,13255,22,64192,14777,11503,11411,9451
850,2020-03-20,2,0,2020-05-19,421,39,13261,10,30687,6539,8473,2562,3551
851,2020-03-20,2,0,2020-05-19,199,24,13273,0,8978,2148,1495,1557,810
852,2020-03-20,1,0,2020-05-19,188,14,13277,20,40531,8091,13154,2630,7687
853,2020-03-20,1,0,2020-05-19,85,12,13287,0,8036,2004,1532,1298,679
854,2020-03-20,2,0,2020-05-19,201,18,13321,0,20809,5131,2681,5586,1388
855,2020-03-20,1,0,2020-05-19,36,0,13201,0,5884,1561,1093,1236,607
856,2020-03-20,1,0,2020-05-19,86,1,13085,0,23397,6208,3263,6428,4634
857,2020-03-20,1,0,2020-05-19,445,19,13097,8,140152,22028,22953,37459,20926
858,2020-03-20,1,0,2020-05-19,20,1,13149,0,11607,2692,1237,3122,765
859,2020-03-20,1,0,2020-05-19,44,1,13171,0,18282,3955,2671,4113,1903
860,2020-03-20,1,0,2020-05-19,13,1,13181,0,7768,2318,1206,1845,183
861,2020-03-20,1,0,2020-05-19,20,0,8093,0,16900,4718,3117,5617,827
862,2020-03-20,1,0,2020-05-19,433,4,4027,42,204281,45739,69297,3589,2056
863,2020-03-20,1,0,2020-05-19,70,0,1043,12,81703,19667,21995,9859,5556
864,2020-03-20,1,0,2020-05-19,63,2,1071,10,52326,13441,13628,6942,4075
865,2020-03-20,1,0,2020-05-19,15,0,1075,0,14021,3811,3147,2174,966
866,2020-03-20,1,0,2020-05-19,116,2,1077,48,92590,23452,27415,11770,6900
867,2020-03-20,1,0,2020-05-19,61,5,1129,0,16746,4103,2726,2807,1842
868,2020-03-20,1,0,2020-05-19,214,24,8014,20,64283,11264,8491,22711,28489
869,2020-03-20,1,0,2020-05-19,8,0,6005,6,37306,12967,8063,3817,3843
870,2020-03-20,4,0,2020-05-19,902,17,6025,28,179957,30768,52816,4507,4184
871,2020-03-20,1,0,2020-05-19,6,0,16011,5,45369,8667,12359,6212,3094
872,2020-03-20,1,0,2020-05-19,280,6,16027,41,207027,36810,48386,31566,13377
873,2020-03-20,1,0,2020-05-19,165,6,24047,6,51559,17655,16053,6490,8962
874,2020-03-20,2,0,2020-05-19,504,15,22079,26,132080,27820,46313,5151,10378
875,2020-03-20,1,0,2020-05-19,742,30,22105,64,128850,24738,33454,19183,9818
876,2020-03-20,1,0,2020-05-19,177,15,28001,15,31583,7493,8654,1887,2761
877,2020-03-20,1,0,2020-05-19,21,1,28037,0,7772,2064,1348,1684,535
878,2020-03-20,1,0,2020-05-19,49,5,28053,0,8678,1849,1664,918,408
879,2020-03-20,1,0,2020-05-19,109,3,28071,24,52744,8639,18439,3676,4848
880,2020-03-20,1,0,2020-05-19,80,0,28077,0,12659,3005,2305,2234,945
881,2020-03-20,1,0,2020-05-19,96,5,28081,42,84840,16183,30606,6584,20297
882,2020-03-20,1,0,2020-05-19,67,3,28093,0,35981,7858,5442,8398,2493
883,2020-03-20,1,0,2020-05-19,38,1,27025,10,54297,10806,10127,16962,6568
884,2020-03-20,1,0,2020-05-19,318,21,27027,0,62040,10982,14202,18419,8003
885,2020-03-20,2,0,2020-05-19,17,1,27045,0,20825,5688,5644,4704,1468
886,2020-03-20,1,0,2020-05-19,1060,72,18003,170,367747,70976,151053,16373,29197
887,2020-03-20,1,0,2020-05-19,201,21,18053,19,67615,16678,23534,5060,6817
888,2020-03-20,1,0,2020-05-19,417,28,18145,0,44339,10052,12360,8728,6274
889,2020-03-20,1,0,2020-05-19,226,3,18163,154,181831,40560,72476,12538,33367
890,2020-03-20,1,0,2020-05-19,120,7,18167,54,107723,22306,41055,5285,13915
891,2020-03-20,3,0,2020-05-19,66,0,16055,55,150128,36910,50193,13866,6250
892,2020-03-20,1,0,2020-05-19,42,1,17001,25,66787,16968,29221,2783,5670
893,2020-03-20,1,0,2020-05-19,32,5,17021,0,33562,8376,8829,6111,2503
894,2020-03-20,4,0,2020-05-19,189,6,17113,30,173231,29727,80181,9253,14227
895,2020-03-20,1,0,2020-05-19,106,3,22025,0,10044,2388,1956,1651,526
896,2020-03-20,2,0,2020-05-19,226,16,22031,0,27164,6289,4929,5443,3720
897,2020-03-20,1,0,2020-05-19,47,1,21035,10,38616,8253,13950,2692,3727
898,2020-03-20,1,0,2020-05-19,62,1,20161,8,75696,8478,28790,10925,9157
899,2020-03-20,1,0,2020-05-19,51,0,20155,20,63360,15902,25201,3873,3301
900,2020-03-21,2,0,2020-05-20,160,5,39025,16,202166,43133,39529,56545,20642
901,2020-03-21,2,0,2020-05-20,237,18,36101,8,97539,24270,31554,10627,9728
902,2020-03-21,1,0,2020-05-20,118,3,37035,52,156182,35455,53280,15525,28821
903,2020-03-21,1,0,2020-05-20,183,7,37021,166,252268,64710,102909,11813,27195
904,2020-03-21,2,0,2020-05-20,30,1,39039,8,38311,9084,11245,6542,5291
905,2020-03-21,1,1,2020-05-20,124,4,39043,18,75369,20550,24153,10790,10846
906,2020-03-21,1,0,2020-05-20,27,1,41033,12,84514,28339,23286,4406,2987
907,2020-03-21,1,0,2020-05-20,208,12,42019,35,185984,44846,56459,33368,33924
908,2020-03-21,1,0,2020-05-20,197,9,39089,38,170678,36737,44772,34951,16878
909,2020-03-21,3,0,2020-05-20,17,2,30013,20,81816,19330,37806,1313,1490
910,2020-03-21,1,0,2020-05-20,13,0,30081,5,41387,13513,12350,4375,896
911,2020-03-21,1,0,2020-05-20,72,0,29101,0,53941,8743,18829,7335,4630
912,2020-03-21,1,0,2020-05-20,54,2,28107,0,34229,7047,8514,4101,2809
913,2020-03-21,1,0,2020-05-20,79,0,28127,0,27215,6069,4720,4903,2005
914,2020-03-21,1,0,2020-05-20,45,2,28143,0,10276,1747,3276,869,6600
915,2020-03-21,1,0,2020-05-20,65,4,28145,8,28202,6249,5863,4872,4806
916,2020-03-21,1,0,2020-05-20,139,4,28151,22,48002,9825,14891,1842,2177
917,2020-03-21,1,0,2020-05-20,7,1,29013,0,16405,4245,3738,3211,807
918,2020-03-21,1,0,2020-05-20,27,0,29097,88,118522,23997,43078,11560,17611
919,2020-03-21,1,0,2020-05-20,242,13,33017,17,126552,25034,37478,25414,16823
920,2020-03-21,1,0,2020-05-20,18,0,35025,8,69505,10775,27158,1821,3586
921,2020-03-21,1,0,2020-05-20,120,3,51093,0,36090,9254,5563,11686,4704
922,2020-03-21,1,0,2020-05-20,178,19,51117,10,30959,9967,8848,3288,4360
924,2020-03-21,1,0,2020-05-20,30,1,51067,4,56277,16636,13915,10772,2951
925,2020-03-21,2,0,2020-05-20,77,3,50025,0,43332,12533,17705,4009,6810
926,2020-03-21,1,0,2020-05-20,142,4,51003,12,105105,24260,29135,18498,26737
927,2020-03-21,1,0,2020-05-20,31,3,51023,0,33149,9316,5313,10565,4546
